OBJECTID,YEAR_,STATE,AGENCY,UNIT_ID,FIRE_NAME,INC_NUM,ALARM_DATE,CONT_DATE,REPORT_AC,GIS_ACRES,OBJECTIVE,SHAPEAREA,SHAPELEN
33345,2003,CA,CDF,SCU,BIRD_1,00001791,2003/06/01 00:00:00+00,2003/06/03 00:00:00+00,7876,7876.47314453,1,50799099.8013298,39033.6017727191
33539,2000,CA,USF,LPF,PLASKETT 2,00000000,2000/07/22 00:00:00+00,2000/08/04 00:00:00+00,5856,5811.85058594,1,35941160.251691,37093.850388833
33783,2000,CA,DOD,AFV,HARRIS,00000539,2000/09/13 00:00:00+00,2000/09/15 00:00:00+00,7000,9329.91699219,1,56101807.0077106,56309.92269656
33792,2003,CA,CDF,HUU,CANOE,00004435,2003/09/03 00:00:00+00,2003/10/06 00:00:00+00,11039.5,11043.56445313,1,76868006.6464742,43306.6621723609
33851,2008,CA,USF,SHF,CEDAR-IRON COMPLEX,,2008/06/21 00:00:00+00,2008/07/31 00:00:00+00,25398,25391.7265625,1,179224436.62882,82492.2031357164
33858,2008,CA,USF,SHF,IRONSIDE-IRON COMPLEX,,2008/06/20 00:00:00+00,2008/07/31 00:00:00+00,12720,12834.11523438,1,90782958.4141327,58807.9758449819
33859,2008,CA,USF,SHF,LIME,,2008/06/20 00:00:00+00,2008/08/13 00:00:00+00,25199,24884.73828125,1,174330759.845463,203983.176976796
33861,2008,CA,USF,SHF,NOBLE,,2008/06/21 00:00:00+00,2008/07/08 00:00:00+00,12856,12984.69921875,1,90506262.4418308,101512.191955385
33862,2008,CA,USF,SHF,TELEPHONE,,2008/06/20 00:00:00+00,2008/08/13 00:00:00+00,6625,6910.94189453,1,48307359.8864938,51565.7106472245
33932,2001,CA,USF,KNF,SWILLUP II,00000000,2001/09/15 00:00:00+00,2001/10/30 00:00:00+00,8055,8099.49023438,1,58707086.0411072,36095.5997986888
34368,2000,CA,CDF,RRU,PECHANGA,00048329,2000/07/29 00:00:00+00,,,11733.98144531,1,68342621.4931062,50493.0104576123
34615,2003,CA,NPS,KNP,WEST KERN,00000000,2003/08/21 00:00:00+00,2003/12/15 00:00:00+00,7963,7971.40185547,2,49810465.3832545,52924.2634614186
34623,2006,CA,NPS,YNP,FROG,00002538,2006/07/21 00:00:00+00,2006/11/11 00:00:00+00,6031,6029.85107422,2,39363415.1681983,50757.3374939408
35229,2004,CA,CDF,LNU,RUMSEY,00007867,2004/10/10 00:00:00+00,2004/10/17 00:00:00+00,39138,38763.015625,1,258341947.627019,131221.32776018
35232,2004,CA,CDF,LNU,GEYSERS,00006644,2004/09/03 00:00:00+00,2004/09/15 00:00:00+00,12525,12244.39941406,1,81535204.2623081,56090.0776331577
35537,2000,CA,CDF,MMU,HUNTER,00012981,2000/08/30 00:00:00+00,,,8205.80175781,1,53014787.1931181,50726.2858104789
35785,2001,CA,CDF,BTU,POE,00010696,2001/09/06 00:00:00+00,,8333,8054.76074219,1,55136090.0868542,53542.251723344
35786,2001,CA,USF,MNF,TROUGH,00000000,2001/08/08 00:00:00+00,2001/08/20 00:00:00+00,24970,24927.33789063,1,169156891.767871,75204.6287078892
35787,2001,CA,USF,CNF,VIEJAS,00000000,2001/01/03 00:00:00+00,2001/01/09 00:00:00+00,10353,10438.01953125,1,59948166.4056591,87282.2417453343
35816,2002,CA,CDF,MVU,GAVILAN,00001024,2002/02/10 00:00:00+00,2002/02/13 00:00:00+00,5763,5663.11669922,1,32965349.1820153,50998.7746187479
35836,2006,CA,USF,LPF,PERKINS,00001113,2006/06/19 00:00:00+00,2006/07/20 00:00:00+00,14988,14922.99316406,1,89882068.996353,55470.1679483902
35874,2000,CA,USF,SQF,MANTER,00000000,2000/07/22 00:00:00+00,2000/09/06 00:00:00+00,75000,79223.4296875,1,490048813.02352,157138.653155884
35875,2000,CA,CCO,KRN,KING,00000000,2000/08/01 00:00:00+00,,,5105.89404297,1,31242028.7108154,38669.5612764448
35977,2001,CA,USF,INF,CRATER,00000000,2001/08/11 00:00:00+00,2001/08/14 00:00:00+00,5570,5589.92626953,1,36408223.4342937,44042.9372108869
35979,2001,CA,USF,ENF,STAR,00012745,2001/08/25 00:00:00+00,2001/09/22 00:00:00+00,16761,16464.6015625,1,110783551.243577,86539.0543922976
36032,2006,CA,CDF,BDU,SAWTOOTH COMPLEX,00007229,2006/07/09 00:00:00+00,2006/07/18 00:00:00+00,61700,61767.17578125,1,365765602.777577,172485.640682528
36384,2004,CA,CDF,MVU,MATAGUAY,00005659,2004/07/13 00:00:00+00,2004/07/15 00:00:00+00,8649,8762.28320313,1,50803804.1077551,39170.4635149473
36430,2001,CA,CDF,NEU,MARTIS,00009855,2001/06/17 00:00:00+00,,,14126.81933594,1,95772891.0533901,67403.9238314426
36451,2002,CA,CDF,MVU,PINES,00005658,2002/07/29 00:00:00+00,2002/08/11 00:00:00+00,61690,61691.23828125,1,357037697.026026,231239.530281805
36456,2002,CA,CCO,LAC,COPPER FIRE,00112310,2002/06/05 00:00:00+00,2002/06/12 00:00:00+00,23500,19101.64453125,1,114250021.552563,97960.4534721156
36466,2002,CA,USF,ANF,CURVE,00000000,2002/09/01 00:00:00+00,2002/09/14 00:00:00+00,20870,20870.75,1,124086326.023828,75779.8930011301
